Price,Close,High,Low,Open,Volume
Ticker,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS
Date,,,,,
2005-01-03,37.4202995300293,37.499428673568,36.728795285595275,37.11411197958164,96188867
2005-01-04,36.5533332824707,37.843450106083104,36.43980226683115,37.843450106083104,73639782
2005-01-05,36.463890075683594,36.70471438341524,35.51436610138244,36.19210810387423,112450407
2005-01-06,36.20586395263672,36.91456717012296,35.93407467710569,36.32971296616751,91978134
2005-01-07,37.310203552246094,37.685198518927,36.298753352654,36.81135956616273,108134977
2005-01-10,36.75287628173828,37.69896331719454,36.543017002424776,37.509743704617975,74712197
2005-01-11,36.174903869628906,36.81136283486369,35.992569043286665,36.81136283486369,59161157
2005-01-12,35.65541458129883,36.46732721494597,35.442114751955856,36.39852342702218,104515537
2005-01-13,35.7861442565918,36.17490145931548,35.67605746217446,36.123296781135075,79849238
2005-01-14,35.35954666137695,36.03040744702747,35.16688650939209,36.03040744702747,70329448
2005-01-17,35.197853088378906,35.64165184987177,34.70588652988763,35.43523313739905,70620236
2005-01-18,35.149688720703125,35.944398552665,35.01207379614721,35.30450275397204,89287341
2005-01-19,35.34578323364258,35.66917350467395,35.17376642815194,35.36642289778408,45571602
2005-01-20,35.19440841674805,35.435228994541475,34.69212392200394,35.09808018563068,51300805
2005-01-24,34.864139556884766,35.87215285133025,34.7884546594719,35.33202219588386,93907843
2005-01-25,34.51322937011719,35.084321375176174,34.296488991098116,34.809095205325875,114963988
2005-01-27,34.82286071777344,35.29762452712365,34.65772500028524,34.75405324986778,96741397
2005-01-28,35.93407440185547,36.016644086051954,33.71507341148535,34.88478181043644,79472072
2005-01-31,36.62558364868164,36.77695713585183,35.965044461410926,36.123299062880974,85855126
2005-02-01,37.35836410522461,37.637030804936416,36.47076300978847,36.735667483389015,112269960
2005-02-02,36.71158981323242,37.66111364050001,36.481087213092685,37.44437694323588,68624103
2005-02-03,37.22075653076172,37.3893327897729,36.8801634558733,37.14162739865091,46163680
2005-02-04,36.959293365478516,37.49942404672652,36.632462511178964,37.43061658376643,55698469
2005-02-07,36.49141311645508,41.13239758623572,36.37444152443293,41.13239758623572,36173762
2005-02-08,36.72878646850586,36.93176460095651,36.398518771610554,36.60493746059822,50453651
2005-02-09,36.959293365478516,37.18979597711916,36.745993538530065,36.759755766283824,36176185
2005-02-10,37.3274040222168,37.47877748708477,36.59461691856971,37.01089486590874,49713070
2005-02-11,37.66455078125,37.981059920235985,37.36868498099239,37.43405187782406,77901211
2005-02-14,37.399654388427734,38.06707837505392,37.07626774251641,37.974187006527764,53840435
2005-02-15,37.100341796875,37.4065292816848,36.84575898563774,37.4065292816848,47321985
2005-02-16,36.81480026245117,37.423734718626505,36.61181843458411,37.09002275714918,50273330
2005-02-17,36.86984634399414,37.00057648060919,36.47764858253158,36.88016433903079,47137365
2005-02-18,36.756309509277344,37.34804477702855,36.543009715406846,36.880158512428906,60691531
2005-02-21,36.77695083618164,37.07282032135041,36.57741325890093,36.759751729187016,46948572
2005-02-22,37.12443161010742,37.24828064093541,36.608384792135084,36.74255549448431,59620726
2005-02-23,37.72648620605469,37.84345780206553,37.13475446305219,37.13475446305219,77989467
2005-02-24,37.63703155517578,38.0842708304326,37.540703322093286,37.86408991149642,69616806
2005-02-25,37.16571044921875,37.90537869723465,37.031539761927704,37.84345235086627,55788518
2005-02-28,38.27349090576172,38.53151427475299,36.8698430432875,37.16914941615571,106164094
2005-03-01,37.67488098144531,38.3595040854512,37.465021693420525,38.3595040854512,68262594
2005-03-02,37.81936264038086,37.977617200860855,37.46845163264103,37.637027861897366,72767349
2005-03-03,38.4351921081543,38.70353718943021,37.857218935208245,37.857218935208245,90881098
2005-03-04,39.36063003540039,39.45351771407437,38.500549678975666,38.500549678975666,121987730
2005-03-07,40.38240432739258,40.62666916322751,38.20124564417154,38.20124564417154,101548550
2005-03-08,40.671390533447266,40.84684422205345,40.05901187425168,40.513135952546364,101433671
2005-03-09,40.44777297973633,41.3353742065144,40.18630902397373,40.94661699200303,106666278
2005-03-10,40.870933532714844,41.07735225898784,40.21727178231108,40.45809608016886,75587613
2005-03-11,40.45465087890625,41.33881147838375,40.28607462491977,41.00854008393781,82768457
2005-03-14,39.838836669921875,40.72643785606196,39.635854841462795,40.40992867800838,49492780
2005-03-15,39.27805709838867,40.189742053671175,39.164526089051414,39.90763480852429,70095617
2005-03-16,39.51544189453125,39.75626246972208,39.05444040727554,39.29182042597734,59880508
2005-03-17,38.70353317260742,39.54984766318619,38.41110422139588,39.150772477778176,65083999
2005-03-18,39.34687042236328,39.487922228082546,38.19780528355599,38.53151724858423,67256937
2005-03-21,38.51087188720703,39.687461419548654,38.39390031015628,39.425997487451454,38254691
2005-03-22,37.478782653808594,38.57280262513332,37.23108092040518,38.46959326323116,66773281
2005-03-23,38.03267288208008,39.2127031355097,37.107229158565595,37.430619480957645,191023424
2005-03-24,38.531517028808594,39.04068268990308,38.1874833950247,38.1874833950247,113013930
2005-03-28,38.951236724853516,39.446640173186346,38.63472753671525,38.6691294307968,56543733
2005-03-29,37.78496551513672,39.07508237955643,37.50629880209869,39.01315603490259,66827170
2005-03-30,37.37213134765625,38.16684487512928,37.09346461054006,37.705839644989005,81073602
2005-03-31,37.57167053222656,38.07739567291414,37.39965370292653,37.5063036224793,88299330
2005-04-01,38.8480224609375,38.98563369569443,37.69895743950186,38.325094622729566,70413811
2005-04-04,38.878990173339844,39.11981079263011,38.469593282641945,39.01316087355681,48299339
2005-04-05,38.25973129272461,39.20581826892267,38.08771447637715,38.94091376855487,54556466
2005-04-06,39.32966613769531,39.41911693803028,38.393900859516805,38.393900859516805,61530703
2005-04-07,38.90651321411133,39.69434195275888,38.775779399963206,39.419119448104816,51138382
2005-04-08,38.31477355957031,39.08196254625373,38.077389856782204,39.01315508988193,47054753
2005-04-11,37.66111755371094,38.325100968987726,37.49942607210596,38.325100968987726,26125348
2005-04-12,37.75400161743164,38.00514385987975,37.499418818524774,37.7195960528441,46659100
2005-04-13,37.53726577758789,38.03610976601094,37.36180840451739,37.91226074602761,28987919
2005-04-15,36.45012664794922,37.42373439315008,36.19554382087294,37.42373439315008,54798014
2005-04-18,35.679500579833984,36.260910633468114,35.43523572332275,36.260910633468114,62412014
2005-04-19,35.36642074584961,36.50172718203794,35.22880951531535,36.05448425013728,50673926
2005-04-20,36.470767974853516,36.60150178909188,35.442114949162715,35.545324307431414,60793889
2005-04-21,37.354923248291016,37.56822304806723,36.12329224063578,36.329710927411696,85251326
2005-04-22,37.67143630981445,37.82969089785725,36.89392559703255,37.637034417042926,77975210
2005-04-25,37.61639404296875,37.76088641497663,37.12443113155428,37.499426127996024,48498327
2005-04-26,37.64735794067383,37.89161911057262,37.231079946833276,37.29300629751701,54222699
2005-04-27,37.086578369140625,38.497107293038965,36.69438433301588,38.18747926163262,187602973
2005-04-28,37.4202995300293,37.84345867919896,36.69783394513788,37.14163276267609,105195802
2005-04-29,36.333152770996094,37.85721275611179,36.13017463352992,37.85721275611179,52691821
2005-05-02,36.73223114013672,36.84576216696041,36.099212776108935,36.43292474273511,43024214
2005-05-03,37.22075653076172,37.361808334844405,36.16113853218702,36.673744747144056,48375663
2005-05-04,37.2482795715332,37.4994255347704,36.948973160864156,37.29300681350777,29381639
2005-05-05,37.23451614379883,37.664552639583924,37.10034178706072,37.34460292835719,24326384
2005-05-06,37.781524658203125,37.8778528932065,37.15538745487274,37.15538745487274,64922192
2005-05-09,38.077396392822266,38.18404631439141,37.58199291417197,37.79185220011067,44323347
2005-05-10,37.447811126708984,38.23908398894116,37.372126234908826,38.101472755608356,31828111
2005-05-11,37.3274040222168,37.66799339921765,37.13130332098949,37.29300213159492,43816108
2005-05-12,37.09001922607422,37.25171435611499,36.787272305243604,37.14850501147691,51668659
2005-05-13,36.89736557006836,37.08658149103072,36.742551541333185,37.052179598803534,24848524
2005-05-16,37.17259216308594,37.406531649378344,36.983372564137525,36.983372564137525,33790996
2005-05-17,36.18866729736328,37.40997691087239,36.119859827655354,37.29300899092068,50494417
2005-05-18,36.43980407714844,36.5774153199008,35.99256478134688,36.329713612623145,62603483
2005-05-19,36.07513427734375,36.811362032609175,35.96160324509487,36.53613584470414,42422193
2005-05-20,35.81022644042969,36.25402885701592,35.476514488798045,36.12329505145415,59314715
2005-05-23,36.546451568603516,36.670304251957916,35.91687383386713,36.05448506752115,28727787
2005-05-24,36.536136627197266,36.86296750259616,36.23338965192224,36.68406955767423,51323478
2005-05-25,36.512054443359375,36.742553381701356,36.15769912969355,36.3297159510626,56454483
2005-05-26,36.494850158691406,36.70814997919685,36.22994566147686,36.536133164896974,108808070
2005-05-27,36.5533332824707,37.11410357169312,36.422599483913544,36.54301161272014,58721979
2005-05-30,36.24715042114258,36.79071799672592,36.12329771996724,36.570537050551444,31958688
2005-05-31,36.81135940551758,37.01089699908014,36.08201281647668,36.26090706899128,75922486
2005-06-01,37.22419738769531,37.4443783256637,36.88016375316755,37.01777867730211,61706710
2005-06-02,36.45700454711914,37.520059324796186,36.36755375298917,37.43061220647448,53623380
2005-06-03,38.0601921081543,38.242526911706975,36.32971337372738,36.32971337372738,131507128
2005-06-06,38.001705169677734,38.95123263437761,37.77464313548174,38.11867674340345,87661891
2005-06-07,37.695518493652344,38.2425265753071,37.49942146489734,37.98106264503095,58967210
2005-06-08,38.424861907958984,38.531511805361,37.84344830687781,37.9328954221801,72495426
2005-06-09,38.466148376464844,38.7895386542407,38.304453237576915,38.58656051040039,56698538
2005-06-10,38.9821891784668,39.17828617891883,38.600313170369745,38.600313170369745,88373329
2005-06-13,39.192054748535156,41.276885113947564,38.57623919784495,39.0062757108144,45665964
2005-06-14,39.49824142456055,39.56360832587084,38.861782546526804,39.288382169676275,46370063
2005-06-15,39.56016159057617,39.701213365429886,39.06475826260771,39.06475826260771,48590532
2005-06-16,40.6129035949707,40.939734417623434,39.63241480282085,39.701218583310016,115223307
